species,longitude,latitude
Carollia brevicauda,-81.14925,8.53134
Oligoryzomys fulvescens,-79.38333,9.08333
Hoplomys gymnurus,-81.14848,8.53307
Didelphis marsupialis,-82.12138,8.36342
Hoplomys gymnurus,-81.14935,8.52908
Didelphis marsupialis,-82.1208,8.36529
Mus musculus,-79.38333,9.08333
Oligoryzomys fulvescens,-82.12138,8.36342
Heteromys desmarestianus,-80.10512,8.63255
Oligoryzomys fulvescens,-82.1208,8.36529
Heteromys desmarestianus,-80.10728,8.6337
Heteromys desmarestianus,-80.10283,8.6305
Rattus norvegicus,-79.55,8.98333
Liomys adspersus,-80.83462,8.29792
Zygodontomys brevicauda,-80.83883,8.30441
Rattus rattus,-80.98163,8.09921
Sigmodon hirsutus,-80.83883,8.30441
Rattus norvegicus,-79.50142,8.99202
Zygodontomys brevicauda,-80.83462,8.29745
Didelphis marsupialis,-80.83776,8.29279
Mus musculus,-79.50142,8.99202
Mus musculus,-79.502,8.98979
Metachirus nudicaudatus,-81.14991,8.53466
Marmosa robinsoni,-79.56667,8.95
Melanomys caliginosus,-81.15039,8.53325
Didelphis marsupialis,-81.15039,8.53325
Hoplomys gymnurus,-81.15039,8.53325
Artibeus phaeotis,-81.14925,8.53134
Didelphis marsupialis,-79.502,8.98979
Didelphis marsupialis,-80.98163,8.09921
Lonchophylla robusta,-81.14925,8.53134
Carollia brevicauda,-81.14959,8.53221
Heteromys desmarestianus,-80.5917,8.6637
Liomys adspersus,-80.6,8.62
Marmosa robinsoni,-80.5917,8.6637
Reithrodontomys mexicanus,-82.54167,8.8
Oligoryzomys fulvescens,-80.5917,8.6637
Melanomys caliginosus,-80.5917,8.6637
Proechimys semispinosus,-80.6,8.62
Nyctomys sumichrasti,-80.6,8.62
Zygodontomys brevicauda,-80.2654,7.44905
Oligoryzomys fulvescens,-80.2654,7.44905
Zygodontomys brevicauda,-80.537,7.44842
Sigmodon hirsutus,-80.2654,7.44905
Zygodontomys brevicauda,-80.27861,7.44574
Sigmodon hirsutus,-80.537,7.44842
Zygodontomys brevicauda,-81.31246,7.72959
Zygodontomys brevicauda,-81.31441,7.73358
Oligoryzomys fulvescens,-81.31551,7.73274
Oligoryzomys fulvescens,-81.31246,7.72959
Oligoryzomys fulvescens,-81.31441,7.73358
Zygodontomys brevicauda,-81.31285,7.73849
Oecomys concolor,-81.31441,7.73358
Zygodontomys brevicauda,-81.3162,7.7312
Zygodontomys brevicauda,-81.31551,7.73274
Rattus rattus,-81.31441,7.73358
Rattus rattus,-81.3162,7.7312
Liomys adspersus,-81.31246,7.72959
Oligoryzomys fulvescens,-81.31285,7.73849
Oecomys bicolor,-81.31285,7.73849
Sigmodon hirsutus,-81.31285,7.73849
Oecomys bicolor,-81.31441,7.73358
Oecomys bicolor,-81.31246,7.72959
Sigmodon hirsutus,-81.31246,7.72959
Liomys adspersus,-81.32778,7.76806
Liomys adspersus,-80.76667,8.21667
Liomys adspersus,-80.51667,8.33333
Oligoryzomys fulvescens,-80.51667,8.33333
Mus musculus,-80.51667,8.33333
Oligoryzomys fulvescens,-81.31667,7.71667
Oligoryzomys fulvescens,-81.388,7.805
Liomys adspersus,-81.388,7.805
Liomys adspersus,-81.31667,7.71667
Liomys adspersus,-81.29861,7.89417
Oligoryzomys fulvescens,-81.2425,7.71333
Oligoryzomys fulvescens,-81.32778,7.76806
Oligoryzomys fulvescens,-80.76667,8.21667
Sigmodon hirsutus,-80.51667,8.33333
Oligoryzomys fulvescens,-81.29861,7.89417
Oryzomys couesi,-80.51667,8.33333
Rattus rattus,-81.32778,7.76806
Rattus rattus,-81.2425,7.71333
Sigmodon hirsutus,-81.32778,7.76806
Rattus rattus,-81.31667,7.71667
Sigmodon hirsutus,-81.388,7.805
Sigmodon hirsutus,-80.76667,8.21667
Zygodontomys brevicauda,-80.51667,8.33333
Proechimys semispinosus,-81.388,7.805
Sigmodon hirsutus,-81.29861,7.89417
Zygodontomys brevicauda,-81.32778,7.76806
Zygodontomys brevicauda,-80.76667,8.21667
Zygodontomys brevicauda,-81.31667,7.71667
Zygodontomys brevicauda,-81.388,7.805
Zygodontomys brevicauda,-81.2425,7.71333
Zygodontomys brevicauda,-81.29861,7.89417
Microcavia niata,-68.69753,-18.42865
Marmosops dorothea,-67.5052,-16.36242
Ctenomys opimus,-68.69576,-18.4262
Neacomys spinosus,-67.50488,-16.36241
Akodon mimus,-67.50429,-16.36184
Akodon mimus,-67.50505,-16.3622
Neacomys spinosus,-67.5044,-16.3625
Akodon albiventer,-68.69574,-18.42655
Carollia perspicillata,-67.51455,-16.37473
Eligmodontia puerulus,-68.67873,-18.43635
Metachirus nudicaudatus,-67.51452,-16.37639
Molossus molossus,-67.51494,-16.37627
Akodon mimus,-67.50527,-16.3622
Akodon mimus,-67.50434,-16.36185
Hylaeamys yunganus,-67.50516,-16.36237
Molossus molossus,-67.51392,-16.37468
Galea musteloides,-69.0425,-16.5653
Oligoryzomys arenalis,-71.87151,-17.13337
Oligoryzomys arenalis,-71.8734,-17.13268
Mus musculus,-71.87324,-17.13274
Mus musculus,-71.8721,-17.13338
Mus musculus,-71.87216,-17.13334
Mus musculus,-71.87375,-17.13251
Mus musculus,-71.87184,-17.13332
Mus musculus,-71.8716,-17.13335
Cavia porcellus,-71.90674,-17.10338
Mus musculus,-71.87326,-17.1327
Cavia tschudii,-71.57139,-16.45915
Mus musculus,-71.87187,-17.13332
Cavia tschudii,-71.57144,-16.45922
Mus musculus,-71.87222,-17.13336
Cavia porcellus,-71.53666,-16.39851
Mus musculus,-71.87221,-17.13335
Cavia porcellus,-68.14362,-16.49686
Eligmodontia puerulus,-68.67762,-18.43743
Eligmodontia puerulus,-68.67745,-18.43758
Cavia porcellus,-67.5148,-16.3774
Akodon albiventer,-68.69573,-18.42854
Cavia tschudii,-71.5728,-16.45981
Ctenomys opimus,-68.6957,-18.4262
Peromyscus mexicanus,-96.41028,19.55361
Liomys pictus,-96.38028,19.58972
Artibeus jamaicensis,-96.38028,19.58972
Caluromys derbianus,-84.96642,10.36778
Sturnira ludovici,-82.97603,8.68694
Marmosa robinsoni,-79.68957,9.17089
Artibeus lituratus,-83.49618,8.68721
Proechimys semispinosus,-79.68957,9.17089
Glossophaga commissarisi,-84.96642,10.36778
Sciurus variegatoides,-85.2,10.33333
Metachirus nudicaudatus,-79.68957,9.17089
Carollia castanea,-83.49618,8.68721
Heteromys desmarestianus,-79.68957,9.17089
Artibeus phaeotis,-84.96642,10.36778
Saccopteryx bilineata,-85.2,10.33333
Centurio senex,-83.49618,8.68721
Uroderma bilobatum,-83.49618,8.68721
Lonchophylla concava,-83.49618,8.68721
Sylvilagus dicei,-83.73333,9.56667
Vampyressa pusilla,-83.49618,8.68721
Micronycteris megalotis,-83.49618,8.68721
Platyrrhinus helleri,-83.49618,8.68721
Artibeus lituratus,-84.96642,10.36778
Anoura geoffroyi,-82.97603,8.68694
Tamandua mexicana,-83.73333,9.56667
Platyrrhinus vittatus,-82.97603,8.68694
Phyllostomus hastatus,-84.96642,10.36778
Rhogeessa parvula,-85.13308,10.46777
Vampyrodes caraccioli,-83.49618,8.68721
Liomys adspersus,-80.24279,7.67662
Zygodontomys brevicauda,-80.24279,7.67662
Carollia perspicillata,-85.13308,10.46777
Phyllostomus discolor,-84.96642,10.36778
Artibeus hartii,-83.49618,8.68721
Sciurus granatensis,-83.49618,8.68721
Lonchophylla mordax,-82.97603,8.68694
Hylonycteris underwoodi,-82.97603,8.68694
Dasyprocta punctata,-83.49618,8.68721
Artibeus cinereus,-83.49618,8.68721
Glossophaga soricina,-67.514,-16.37422
Rattus rattus,-71.57325,-16.45926
Artibeus jamaicensis,-83.49618,8.68721
Platyrrhinus vittatus,-83.49618,8.68721
Artibeus glaucus,-83.49618,8.68721
Carollia perspicillata,-83.49618,8.68721
Carollia subrufa,-83.49618,8.68721
Rattus rattus,-77.7185,8.254
Transandinomys talamancae,-77.71547,8.25328
Transandinomys talamancae,-77.7185,8.254
Glossophaga commissarisi,-83.49618,8.68721
Handleyomys alfaroi,-77.7185,8.254
Zygodontomys brevicauda,-77.7185,8.254
Sturnira lilium,-84.96642,10.36778
Saccopteryx bilineata,-77.7185,8.254
Vampyressa pusilla,-77.7185,8.254
Vampyressa nymphaea,-77.7185,8.254
Lonchophylla thomasi,-77.7185,8.254
Phyllostomus hastatus,-77.7185,8.254
Zygodontomys brevicauda,-77.7166,8.2563
Handleyomys alfaroi,-77.7166,8.2563
Artibeus jamaicensis,-85.13308,10.46777
Lonchophylla mordax,-83.49618,8.68721
Glossophaga leachii,-84.96642,10.36778
Glossophaga leachii,-82.96667,8.81525
Pteronotus parnellii,-83.49618,8.68721
Glossophaga commissarisi,-82.96667,8.81525
Sturnira mordax,-82.97603,8.68694
Artibeus cinereus,-82.97603,8.68694
Platyrrhinus helleri,-82.97603,8.68694
Saccopteryx bilineata,-84.96642,10.36778
Phyllostomus hastatus,-82.96667,8.81525
Balantiopteryx plicata,-95.23889,16.32522
Rattus rattus,-90.67949,-0.32206
Rattus rattus,-90.68057,-0.32234
Rattus rattus,-91.38934,-0.23937
Rattus rattus,-90.5657,-0.28802
Rattus rattus,-90.56575,-0.28468
Rattus rattus,-90.56569,-0.28739
Rattus rattus,-91.38955,-0.23834
Rattus rattus,-91.389,-0.24056
Rattus rattus,-91.38913,-0.24042
Rattus rattus,-90.56646,-0.28443
Rattus rattus,-90.56811,-0.2836
Rattus rattus,-90.96478,-0.95393
Rattus rattus,-90.56573,-0.2883
Rattus rattus,-90.57259,-0.29324
Rattus rattus,-90.56511,-0.28574
Rattus rattus,-90.70191,-0.35222
Rattus rattus,-90.67879,-0.32408
Mus musculus,-90.72667,-0.32785
Rattus rattus,-90.69949,-0.35329
Mus musculus,-90.6775,-0.32541
Rattus rattus,-90.7263,-0.33102
Rattus rattus,-90.67508,-0.32223
Transandinomys talamancae,-77.7155,8.2532
Zygodontomys brevicauda,-77.7155,8.2532
Peromyscus levipes,-77.7155,8.2532
Uroderma bilobatum,-77.7185,8.254
Pteronotus parnellii,-95.35361,16.34661
Carollia perspicillata,-77.7185,8.254
Saccopteryx leptura,-83.49618,8.68721
Macrotus waterhousii,-95.33583,16.41799
Carollia brevicauda,-77.7185,8.254
Transandinomys talamancae,-77.7166,8.2563
Glossophaga leachii,-95.35472,16.34661
Leptonycteris curasoae,-95.33583,16.41799
Glossophaga morenoi,-95.33583,16.41799
Pteronotus parnellii,-77.7185,8.254
Carollia castanea,-77.7185,8.254
Vampyressa nymphaea,-77.71668,8.25464
Uroderma bilobatum,-77.71668,8.25464
Carollia subrufa,-95.35472,16.34661
Saccopteryx leptura,-77.7185,8.254
Glossophaga morenoi,-95.35472,16.34661
Glossophaga commissarisi,-77.7185,8.254
Glossophaga soricina,-77.7185,8.254
Centurio senex,-95.33583,16.41799
Carollia perspicillata,-77.71668,8.25464
Myotis fortidens,-95.35472,16.34661
Carollia brevicauda,-77.71668,8.25464
Uroderma magnirostrum,-77.7185,8.254
Carollia castanea,-77.71668,8.25464
Oligoryzomys flavescens,-77.7166,8.2563
Noctilio leporinus,-97.64284,17.71042
Oecomys bicolor,-77.7166,8.2563
Peromyscus levipes,-77.7166,8.2563
Rhogeessa tumida,-95.35361,16.34661
Pteronotus parnellii,-95.21194,16.33411
Oligoryzomys flavescens,-77.7155,8.2532
Rattus rattus,-77.7155,8.2532
Artibeus jamaicensis,-77.7185,8.254
Melanomys caliginosus,-77.7185,8.254
Artibeus lituratus,-95.33583,16.41799
Natalus stramineus,-95.35472,16.34661
Glossophaga leachii,-95.33583,16.41799
Carollia subrufa,-95.04167,16.97519
Artibeus jamaicensis,-95.21194,16.33411
Pteronotus davyi,-95.35361,16.34661
Desmodus rotundus,-95.04167,16.97519
Glossophaga leachii,-79.6,9.0
Myotis nigricans,-79.7,9.11667
Uroderma bilobatum,-79.55,8.96667
Artibeus jamaicensis,-79.55,8.96667
Phyllostomus discolor,-79.55,8.96667
Myotis nigricans,-79.85,9.15
Platyrrhinus helleri,-79.6,9.0
Saccopteryx bilineata,-79.65,9.11032
Uroderma bilobatum,-79.53333,8.96667
Saccopteryx bilineata,-79.6,9.0
Molossus coibensis,-79.85,9.15
Rhynchonycteris naso,-84.96642,10.36778
Artibeus jamaicensis,-79.65,9.11032
Artibeus jamaicensis,-79.6,9.0
Mazama americana,-83.50918,8.67428
Artibeus jamaicensis,-79.53333,8.96667
Proechimys semispinosus,-83.50918,8.67428
Philander opossum,-83.50401,8.67942
Potos flavus,-83.50918,8.67428
Carollia perspicillata,-79.65,9.11032
Carollia castanea,-79.65,9.11032
Pteronotus parnellii,-79.65,9.06667
Molossus coibensis,-79.58333,8.98333
Phyllostomus hastatus,-79.65,9.11032
Molossus coibensis,-79.7,9.11667
Carollia perspicillata,-79.55,8.96667
Carollia perspicillata,-79.6,9.0
Glossophaga leachii,-79.55,8.96667
Cryptotis gracilis,-83.75,9.56667
Glossophaga soricina,-79.55,8.96667
Reithrodontomys creper,-83.75,9.56667
Peromyscus mexicanus,-83.71638,9.56782
Trachops cirrhosus,-84.0,10.43333
Carollia perspicillata,-79.53333,8.96667
Mimon bennettii,-84.0,10.43333
Tonatia brasiliense,-83.50918,8.67428
Artibeus toltecus,-82.97603,8.68694
Artibeus lituratus,-79.55,8.96667
Lonchophylla robusta,-82.97603,8.68694
Molossus coibensis,-79.55,8.95
Natalus stramineus,-81.7,12.53333
Vampyrodes caraccioli,-79.69962,9.11785
Glossophaga leachii,-79.55,8.95
Uroderma bilobatum,-79.55,8.95
Uroderma bilobatum,-79.69962,9.11785
Myotis nigricans,-80.0,9.15
Myotis nigricans,-71.21667,-10.13333
Myotis albescens,-71.21667,-10.13333
Myotis simus,-71.21667,-10.13333
Myotis albescens,-80.0,9.15
Carollia castanea,-80.0,9.15
Chiroderma villosum,-80.0,9.15
Micronycteris hirsuta,-80.0,9.15
Carollia perspicillata,-80.0,9.15
Saccopteryx bilineata,-80.0,9.15
Micronycteris megalotis,-79.85,9.18333
Nyctinomops laticaudatus,-80.0,9.15
Glossophaga leachii,-83.45912,9.82443
Artibeus cinereus,-80.0,9.15
Micronycteris megalotis,-80.0,9.15
Carollia perspicillata,-78.16667,7.51667
Glossophaga leachii,-78.16667,7.51667
Molossus coibensis,-80.0,9.15
Peropteryx kappleri,-79.69962,9.11785
Uroderma bilobatum,-78.16667,7.51667
Myotis nigricans,-78.16667,7.51667
Choloepus hoffmanni,-80.0,9.15
Micronycteris brachyotis,-80.0,9.15
Pteronotus parnellii,-80.0,9.15
Platyrrhinus helleri,-80.0,9.15
Alouatta pigra,-80.0,9.15
Artibeus phaeotis,-80.0,9.15
Proechimys semispinosus,-80.0,9.15
Tonatia bidens,-80.0,9.15
Pteronotus gymnonotus,-79.58333,9.16667
Proechimys semispinosus,-79.8,9.16667
Rattus rattus,-80.0,9.15
Transandinomys talamancae,-80.0,9.15
Vampyrodes caraccioli,-80.0,9.15
Trachops cirrhosus,-80.0,9.15
Tonatia silvicola,-80.0,9.15
Desmodus rotundus,-80.0,9.15
Pteronotus gymnonotus,-80.0,9.15
Rhogeessa parvula,-85.2,10.33333
Macrophyllum macrophyllum,-79.83333,9.2
Micronycteris nicefori,-85.2,10.41667
Trachops cirrhosus,-85.2,10.41667
Micronycteris megalotis,-85.2,10.41667
Trachops cirrhosus,-96.6056,18.43011
Lonchorhina aurita,-96.6056,18.43011
Mormoops megalophylla,-99.91928,16.89241
Balantiopteryx plicata,-99.91928,16.89241
Mimon bennettii,-96.6056,18.27624
Glossophaga leachii,-99.91928,16.89241
Carollia perspicillata,-96.6056,18.43011
Lasiurus blossevillii,-66.33333,-27.53333
Lasiurus cinereus,-66.33333,-27.53333
Histiotus montanus,-66.33333,-27.53333
Myotis levis,-66.33333,-27.53333
Akodon varius,-66.26,-27.27735
Eptesicus furinalis,-66.33333,-27.53333
Myotis levis,-66.31667,-27.6361
Eptesicus furinalis,-64.96557,-22.88009
Ctenomys opimus,-66.01002,-27.18903
Lasiurus ega,-64.18796,-31.40813
Carollia brevicauda,-83.51258,8.69745
Myotis levis,-66.31667,-27.6
Myotis levis,-69.3332,-33.6003
Thyroptera tricolor,-83.48702,8.69865
Artibeus cinereus,-83.51258,8.69745
Carollia castanea,-83.51258,8.69745
Trachops cirrhosus,-83.51258,8.69745
Carollia perspicillata,-83.51258,8.69745
Micronycteris megalotis,-83.51258,8.69745
Phyllostomus hastatus,-83.51258,8.69745
Glossophaga commissarisi,-83.51258,8.69745
Molossus ater,-83.51258,8.69745
Lonchophylla mordax,-83.51258,8.69745
Tonatia bidens,-83.51258,8.69745
Micronycteris hirsuta,-83.51258,8.69745
Vampyressa pusilla,-83.51258,8.69745
Proechimys semispinosus,-83.51258,8.69745
Procyon cancrivorus,-83.51258,8.69745
Didelphis marsupialis,-83.50401,8.67942
Nyctomys sumichrasti,-83.99972,10.43444
Ectophylla alba,-84.0,10.43333
Tonatia bidens,-84.0,10.43333
Hylonycteris underwoodi,-84.0,10.43333
Artibeus lituratus,-84.0,10.43333
Micronycteris hirsuta,-84.0,10.43333
Peropteryx kappleri,-84.0,10.43333
Carollia perspicillata,-83.99972,10.43444
Pteronotus parnellii,-83.99972,10.43444
Rhynchonycteris naso,-84.0,10.43333
Saccopteryx bilineata,-84.0,10.43333
Micronycteris daviesi,-84.0,10.43333
Carollia castanea,-83.99972,10.43444
Vampyressa pusilla,-84.0,10.43333
Carollia brevicauda,-83.99972,10.43444
Lonchophylla robusta,-83.99972,10.43444
Glossophaga commissarisi,-84.0,10.43333
Macrophyllum macrophyllum,-83.99972,10.43444
Vampyrodes caraccioli,-84.0,10.43333
Uroderma bilobatum,-84.0,10.43333
Artibeus glaucus,-84.0,10.43333
Vampyressa nymphaea,-84.0,10.43333
Mimon crenulatum,-84.0,10.43333
Dasypus novemcinctus,-85.13308,10.46777
Didelphis virginiana,-85.31667,10.53333
Felis silvestris,-85.13308,10.46777
Mazama americana,-85.31667,10.53333
Tamandua mexicana,-85.11416,10.47765
Pecari tajacu,-85.31667,10.53333
Phyllostomus discolor,-85.2,10.33333
Desmodus rotundus,-85.2,10.33333
Pteronotus parnellii,-85.2,10.33333
Artibeus phaeotis,-85.2,10.33333
Carollia brevicauda,-85.2,10.33333
Uroderma bilobatum,-85.2,10.33333
Carollia perspicillata,-85.2,10.33333
Artibeus jamaicensis,-70.12762,18.68387
Agouti paca,-57.95,5.45
Phyllops falcatus,-70.12762,18.68387
Monophyllus redmani,-70.12762,18.68387
Macrotus waterhousii,-70.12762,18.68387
Pteronotus parnellii,-70.12762,18.68387
Brachyphylla nana,-70.12762,18.68387
Artibeus jamaicensis,-78.4375,8.47833
Dasyprocta punctata,-57.95,5.45
Molossus molossus,-85.13308,10.46777
Didelphis marsupialis,-85.35,10.35
Bradypus variegatus,-79.85,9.18333
Vampyressa pusilla,-79.83333,9.2
Micronycteris brachyotis,-79.83333,9.2
Choloepus hoffmanni,-79.85,9.18333
Artibeus cinereus,-84.0,10.43333
Vampyrum spectrum,-84.0,10.43333
Tonatia bidens,-74.8,11.05
Glossophaga leachii,-93.62803,18.0007
Carollia perspicillata,-93.62803,18.0007
Artibeus jamaicensis,-93.62803,18.0007
Artibeus lituratus,-93.62803,18.0007
Saccopteryx bilineata,-93.62803,18.0007
Artibeus phaeotis,-93.62803,18.0007
Myotis nigricans,-84.20157,9.93333
Noctilio leporinus,-85.9,14.8
Noctilio albiventris,-85.9,14.8
Sturnira ludovici,-85.9,14.8
Diphylla ecaudata,-87.05,14.033
Mimon crenulatum,-89.04222,16.19778
Carollia brevicauda,-89.04222,16.19778
Glossophaga soricina,-89.04222,16.19778
Desmodus rotundus,-89.04222,16.19778
Vampyressa pusilla,-89.04222,16.19778
Pteronotus personatus,-89.04222,16.19778
Carollia perspicillata,-89.04222,16.19778
Carollia brevicauda,-89.04222,16.20681
Chiroderma villosum,-89.04222,16.20681
Pteronotus personatus,-89.04222,16.20681
Lonchorhina aurita,-89.04222,16.20681
Peromyscus boylii,-96.51365,17.44933
Peromyscus truei,-96.57032,16.9688
Microtus mexicanus,-96.51365,17.44933
Microtus mexicanus,-97.24395,19.74172
Microtus quasiater,-96.92755,19.59895
Peropteryx macrotis,-75.98333,-9.39041
Pteronotus gymnonotus,-75.98333,-9.3
Peropteryx macrotis,-76.00264,-9.31918
Didelphis pernigra,-76.0661,-9.72448
Noctilio albiventris,-75.98333,-9.3
Pteronotus parnellii,-75.98333,-9.3
Micronycteris megalotis,-76.06817,-9.71217
Micronycteris megalotis,-76.07023,-9.73468
Phyllostomus hastatus,-75.88679,-9.2041
Micronycteris megalotis,-76.0661,-9.72448
Lonchophylla handleyi,-75.98333,-9.3
Anoura geoffroyi,-76.11667,-9.68333
Phyllostomus hastatus,-75.98333,-9.3
Glossophaga soricina,-76.01551,-9.33197
Phyllostomus hastatus,-76.01551,-9.26803
Glossophaga soricina,-75.97046,-9.28721
Sturnira erythromos,-76.0661,-9.72448
Anoura geoffroyi,-76.0661,-9.72448
Glossophaga soricina,-76.00264,-9.31918
Uroderma bilobatum,-75.98333,-9.39041
Carollia perspicillata,-75.98333,-9.32712
Carollia perspicillata,-76.01551,-9.33197
Artibeus planirostris,-76.00264,-9.31918
Sturnira erythromos,-76.11667,-9.68333
Carollia perspicillata,-75.98333,-9.39041
Platyrrhinus infuscus,-76.01551,-9.26803
Molossops planirostris,-75.98333,-9.3
Desmodus rotundus,-76.07023,-9.73468
Molossus molossus,-75.97046,-9.28721
Myotis oxyotus,-76.11667,-9.68333
Thomasomys cinereiventer,-76.11667,-9.68333
Platyrrhinus infuscus,-76.00264,-9.31918
Myotis simus,-75.98333,-9.3
Molossus molossus,-75.98333,-9.39041
Oligoryzomys destructor,-76.0661,-9.72448
Akodon aerosus,-76.07023,-9.73468
Dasypus pilosus,-76.0661,-9.72448
Thomasomys cinereiventer,-76.06817,-9.71217
Mus musculus,-76.0785,-9.74067
Thomasomys cinereiventer,-76.07023,-9.73468
Conepatus chinga,-76.07023,-9.73468
Marmosa robinsoni,-77.71667,7.81667
Anoura geoffroyi,-75.5125,-11.24074
Sylvilagus brasiliensis,-60.15,-20.2333
Holochilus chacarius,-59.7667,-20.0167
Pecari tajacu,-59.7667,-20.0167
Dolichotis salinicola,-60.0333,-22.35
Sphiggurus spinosus,-55.7413,-27.1208
Tayassu pecari,-60.0333,-21.4469
Lycalopex gymnocercus,-60.2211,-20.3004
Phyllostomus discolor,-74.73722,9.22541
Saccopteryx bilineata,-73.68333,11.25
Phyllostomus discolor,-73.68333,11.25
Carollia castanea,-72.73944,8.64806
Noctilio albiventris,-73.68333,11.25
Carollia perspicillata,-73.68333,11.25
Glossophaga soricina,-73.84414,11.26667
Glossophaga soricina,-74.73722,9.22541
Glossophaga soricina,-73.68333,11.25
Chrotopterus auritus,-73.68333,11.25
Carollia perspicillata,-72.73944,8.64806
Artibeus jamaicensis,-72.73944,8.64806
Artibeus jamaicensis,-74.73722,9.22541
Artibeus jamaicensis,-73.68333,11.25
Carollia perspicillata,-73.84414,11.26667
Artibeus lituratus,-73.68333,11.25
Uroderma bilobatum,-73.68333,11.25
Uroderma bilobatum,-74.73722,9.22541
Uroderma bilobatum,-73.84414,11.26667
Artibeus jamaicensis,-73.84414,11.26667
Artibeus lituratus,-72.73944,8.64806
Zygodontomys brevicauda,-74.73722,9.22541
Uroderma bilobatum,-72.73944,8.64806
Sturnira lilium,-73.68333,11.25
Desmodus rotundus,-73.68333,11.25
Molossus molossus,-74.73722,9.22541
Euphractus sexcinctus,-61.1333,-21.0833
Dasypus novemcinctus,-59.8,-20.9667
Noctilio leporinus,-59.75,-18.33333
Didelphis marsupialis,-63.56667,-17.41667
Marmosops ocellatus,-62.16667,-18.41667
Philander opossum,-63.56667,-17.41667
Monodelphis domestica,-59.58333,-18.28333
Carollia perspicillata,-63.56667,-17.41667
Artibeus planirostris,-59.75,-18.33333
Artibeus lituratus,-63.7,-17.23333
Carollia brevicauda,-63.7,-17.23333
Sturnira lilium,-63.7,-17.23333
