species,longitude,latitude
Myotis californica,-96.959,17.798
Myotis californica,-97.571,18.401
Myotis nigricans,-97.447,18.328
Myotis velifer,-97.072,18.132
Nasua narica,-96.982,17.899
Neotoma mexicana,-97.089,18.303
Neotoma mexicana,-97.393,18.462
Nycticeius humeralis,-97.454,18.328
Nyctinomops aurispinosus,-96.959,17.798
Nyctinomops aurispinosus,-97.447,18.328
Nyctinomops macrotis,-97.462,18.333
Odocoileus virginianus,-97.089,18.303
Odocoileus virginianus,-96.818,17.657
Oligoryzomys fulvescens,-96.897,17.651
Oryzomys couesi,-96.959,17.788
Oryzomys couesi,-96.948,17.826
Oryzomys couesi,-96.959,17.808
Oryzomys couesi,-96.959,17.798
Oryzomys couesi,-96.897,17.651
Oryzomys couesi,-97.575,18.051
Oryzomys couesi,-97.393,18.462
Oryzomys couesi,-97.072,18.132
Oryzomys couesi,-97.56,18.553
Perognathus flavus,-97.56,18.573
Peromyscus aztecus,-97.057,18.1
Peromyscus aztecus,-97.575,18.051
Peromyscus difficilis,-97.393,18.522
Peromyscus difficilis,-97.433,18.442
Peromyscus difficilis,-97.584,18.581
Peromyscus gratus,-97.6,18.357
Peromyscus gratus,-97.776,17.804
Peromyscus gratus,-96.773,17.706
Peromyscus gratus,-97.649,18.107
Peromyscus gratus,-97.393,18.522
Peromyscus gratus,-97.544,17.727
Peromyscus gratus,-97.584,18.581
Peromyscus gratus,-97.578,18.669
Peromyscus leucopus,-96.959,17.808
Peromyscus leucopus,-96.959,17.798
Peromyscus leucopus,-96.959,17.783
Peromyscus leucopus,-96.967,17.78
Peromyscus levipes,-97.584,18.581
Peromyscus maniculatus,-97.429,18.051
Peromyscus maniculatus,-97.575,18.051
Peromyscus maniculatus,-97.393,18.522
Peromyscus maniculatus,-97.546,18.519
Peromyscus maniculatus,-97.571,18.401
Peromyscus maniculatus,-97.578,18.669
Peromyscus mekisturus,-97.393,18.462
Peromyscus melanophrys,-97.293,18.412
Peromyscus melanophrys,-97.147,18.186
Peromyscus melanophrys,-96.946,17.784
Peromyscus melanophrys,-96.963,17.808
Peromyscus melanophrys,-96.959,17.808
Peromyscus melanophrys,-96.946,17.812
Peromyscus melanophrys,-96.967,17.806
Peromyscus melanophrys,-96.979,17.798
Peromyscus melanophrys,-96.902,17.665
Peromyscus melanophrys,-96.895,17.672
Peromyscus melanophrys,-96.881,17.686
Peromyscus melanophrys,-96.94,17.758
Peromyscus melanophrys,-96.959,17.798
Peromyscus melanophrys,-96.939,17.798
Peromyscus melanophrys,-97.057,18.1
Peromyscus melanophrys,-97.575,18.051
Peromyscus melanophrys,-97.393,18.462
Peromyscus melanophrys,-97.441,18.497
Peromyscus melanophrys,-97.072,18.132
Peromyscus melanophrys,-97.56,18.553
Procyon lotor,-96.959,17.798
Promops centralis,-97.452,18.329
Pteronotus davyi,-96.959,17.818
Pteronotus parnellii,-96.944,17.662
Pteronotus parnellii,-96.959,17.818
Reithrodontomys fulvescens,-97.393,18.462
Reithrodontomys fulvescens,-97.072,18.132
Reithrodontomys fulvescens,-97.009,17.781
Reithrodontomys fulvescens,-97.56,18.553
Rhogeessa alleni,-97.202,18.433
Rhogeessa alleni,-97.622,18.307
Rhogeessa alleni,-97.454,18.328
Rhogeessa gracilis,-97.072,18.132
Rhogeessa gracilis,-97.454,18.328
Rhogeessa gracilis,-97.449,18.339
Pecari tajacu,-97.089,18.303
Mormoops megalophylla,-97.226,18.379
Peromyscus gratus,-97.606,18.441
Procyon lotor,-97.172,18.205
Pteronotus parnellii,-97.226,18.379
Reithrodontomys fulvescens,-97.606,18.441
Rhogeessa gracilis,-97.226,18.379
Nasua narica,-97.172,18.205
Peromyscus aztecus,-97.02,18.178
Peromyscus aztecus,-96.804,17.804
Peromyscus aztecus,-96.8,17.806
Peromyscus aztecus,-96.802,17.806
Peromyscus aztecus,-96.8,17.81
Peromyscus aztecus,-97.012,18.179
Peromyscus aztecus,-97.015,18.179
Peromyscus aztecus,-97.017,18.188
Agouti paca,-91.31,16.193
Artibeus jamaicensis,-91.309,16.193
Peromyscus aztecus,-97.02,18.176
Artibeus jamaicensis,-91.31,16.195
Artibeus jamaicensis,-91.31,16.193
Artibeus lituratus,-91.31,16.193
Peromyscus aztecus,-97.021,18.18
Didelphis virginiana,-91.31,16.195
Philander opossum,-91.31,16.195
Sigmodon hispidus,-91.308,16.19
Sturnira lilium,-91.31,16.193
Peromyscus aztecus,-96.802,17.803
Peromyscus melanocarpus,-96.802,17.803
Peromyscus melanocarpus,-96.802,17.806
Peromyscus melanocarpus,-96.8,17.81
Peromyscus melanocarpus,-96.796,17.812
Peromyscus melanocarpus,-97.015,18.179
Peromyscus melanocarpus,-97.02,18.176
Sturnira ludovici,-91.31,16.193
Peromyscus melanophrys,-97.147,18.202
Dermanura watsoni,-91.31,16.193
Sigmodon hispidus,-91.308,16.192
Sigmodon hispidus,-91.307,16.189
Artibeus lituratus,-91.309,16.193
Sturnira lilium,-91.309,16.193
Reithrodontomys megalotis,-97.02,18.178
Centurio senex,-91.31,16.193
Reithrodontomys sumichrasti,-97.02,18.178
Sturnira lilium,-91.31,16.195
Oryzomys couesi,-91.308,16.191
Oryzomys chapmani,-97.02,18.178
Mormoops megalophylla,-96.802,17.806
Centurio senex,-91.31,16.195
Artibeus lituratus,-91.31,16.195
Mormoops megalophylla,-96.796,17.812
Glossophaga commissarisi,-91.31,16.195
Mormoops megalophylla,-97.015,18.179
Carollia brevicauda,-91.31,16.193
Mormoops megalophylla,-97.02,18.176
Mormoops megalophylla,-97.021,18.18
Glossophaga commissarisi,-91.309,16.193
Platyrrhinus helleri,-91.309,16.193
Mormoops megalophylla,-97.159,18.187
Centurio senex,-91.309,16.193
Pteronotus parnellii,-97.167,18.197
Platyrrhinus helleri,-91.31,16.193
Pteronotus parnellii,-97.167,18.202
Didelphis marsupialis,-91.307,16.189
Carollia brevicauda,-91.309,16.193
Artibeus jamaicensis,-91.308,16.203
Carollia brevicauda,-91.308,16.203
Sturnira lilium,-91.308,16.203
Glossophaga commissarisi,-91.308,16.203
Artibeus lituratus,-91.308,16.203
Centurio senex,-91.308,16.203
Dermanura watsoni,-91.308,16.203
Dermanura watsoni,-91.311,16.202
Artibeus lituratus,-91.311,16.202
Diphylla ecaudata,-91.308,16.203
Glossophaga morenoi,-91.308,16.203
Dermanura watsoni,-91.308,16.202
Glossophaga morenoi,-91.311,16.202
Glossophaga commissarisi,-91.311,16.202
Carollia brevicauda,-91.308,16.202
Sturnira ludovici,-91.308,16.202
Artibeus jamaicensis,-91.308,16.202
Peromyscus mexicanus,-91.31,16.202
Didelphis virginiana,-91.308,16.202
Peromyscus mexicanus,-91.307,16.202
Ototylomys phyllotis,-91.31,16.202
Artibeus jamaicensis,-91.31,16.202
Peromyscus mexicanus,-91.307,16.203
Peromyscus mexicanus,-91.308,16.202
Glossophaga soricina,-91.308,16.203
Oryzomys couesi,-91.308,16.202
Sciurus deppei,-91.288,16.209
Potos flavus,-91.273,16.21
Choeroniscus godmani,-91.308,16.202
Choeroniscus godmani,-91.31,16.202
Artibeus lituratus,-91.308,16.202
Sigmodon hispidus,-91.31,16.202
Choeroniscus godmani,-91.308,16.203
Phyllostomus discolor,-91.308,16.203
Didelphis marsupialis,-91.308,16.203
Ototylomys phyllotis,-91.307,16.203
Peromyscus aztecus,-91.307,16.202
Didelphis marsupialis,-91.308,16.202
Dasyprocta punctata,-91.308,16.202
Didelphis virginiana,-91.308,16.203
Carollia brevicauda,-91.31,16.202
Potos flavus,-91.308,16.203
Didelphis virginiana,-91.31,16.202
Agouti paca,-91.308,16.202
Glossophaga soricina,-91.308,16.202
Artibeus lituratus,-91.31,16.202
Sturnira lilium,-91.31,16.202
Sturnira lilium,-91.308,16.202
Ototylomys phyllotis,-91.307,16.202
Oryzomys rostratus,-91.308,16.202
Sciurus deppei,-91.308,16.202
Choeroniscus godmani,-91.31,16.193
Choeroniscus godmani,-91.309,16.193
Didelphis marsupialis,-91.309,16.193
Sturnira ludovici,-91.31,16.195
Sciurus aureogaster,-91.308,16.191
Choeroniscus godmani,-91.31,16.195
Peromyscus aztecus,-91.31,16.194
Carollia brevicauda,-91.31,16.195
Sigmodon hispidus,-91.308,16.191
Nasua narica,-91.311,16.184
Peromyscus mexicanus,-91.308,16.192
Sturnira ludovici,-91.309,16.193
Heteromys desmarestianus,-91.307,16.189
Phyllostomus discolor,-91.31,16.193
Didelphis marsupialis,-91.31,16.194
Oryzomys rostratus,-91.309,16.193
Sigmodon hispidus,-91.309,16.193
Oryzomys alfaroi,-91.308,16.19
Peromyscus mexicanus,-91.308,16.19
Oryzomys couesi,-91.308,16.192
Platyrrhinus helleri,-91.31,16.195
Sigmodon hispidus,-91.31,16.194
Peromyscus melanocarpus,-96.799,17.812
Oryzomys couesi,-91.307,16.189
Peromyscus melanocarpus,-96.8,17.788
Microtus oaxacensis,-96.799,17.812
Mazama americana,-91.306,16.205
Procyon lotor,-91.308,16.202
Philander opossum,-91.308,16.202
Micronycteris microtis,-91.308,16.203
Myotis californica,-96.799,17.812
Nyctinomops aurispinosus,-97.226,18.379
Oryzomys chapmani,-96.799,17.812
Oryzomys chapmani,-96.8,17.788
Dasypus novemcinctus,-91.308,16.202
Peromyscus aztecus,-96.799,17.812
Sturnira ludovici,-91.31,16.202
Pteronotus parnellii,-91.31,16.202
Glossophaga soricina,-91.31,16.202
Peromyscus beatae,-96.8,17.788
Oryzomys rostratus,-91.31,16.202
Oryzomys alfaroi,-91.31,16.202
Oryzomys alfaroi,-91.307,16.203
Peromyscus beatae,-96.799,17.812
Peromyscus beatae,-96.848,17.835
Reithrodontomys sumichrasti,-97.163,18.184
Peromyscus aztecus,-91.307,16.203
Rhogeessa alleni,-97.226,18.379
Oryzomys couesi,-96.959,17.783
Peromyscus gratus,-96.959,17.808
Peromyscus gratus,-96.959,17.783
Peromyscus melanophrys,-96.959,17.843
Reithrodontomys fulvescens,-96.959,17.808
Reithrodontomys fulvescens,-96.946,17.784
Reithrodontomys fulvescens,-96.959,17.783
Oryzomys rostratus,-91.307,16.202
Mus musculus,-91.31,16.202
Mus musculus,-91.308,16.202
Mus musculus,-91.307,16.202
Sturnira ludovici,-91.308,16.203
Sigmodon hispidus,-97.089,18.303
Sigmodon hispidus,-97.393,18.462
Sigmodon hispidus,-96.959,17.798
Sigmodon hispidus,-97.072,18.062
Sigmodon hispidus,-97.072,18.132
Agouti paca,-91.31,16.202
Sigmodon mascotensis,-96.959,17.798
Didelphis marsupialis,-91.31,16.202
Sigmodon mascotensis,-97.072,18.132
Sigmodon mascotensis,-97.393,18.462
Sigmodon mascotensis,-97.425,18.462
Sigmodon mascotensis,-97.56,18.553
Spermophilus variegatus,-97.636,18.462
Spermophilus variegatus,-97.089,18.303
Spermophilus variegatus,-97.393,18.462
Spilogale putorius,-97.089,18.303
Sturnira lilium,-97.145,18.214
Sturnira lilium,-97.343,18.462
Sturnira lilium,-97.447,18.328
Sturnira lilium,-97.079,17.798
Sturnira lilium,-96.926,17.717
Sturnira lilium,-96.957,17.768
Sturnira lilium,-96.959,17.818
Sturnira lilium,-96.959,17.798
Sturnira lilium,-96.939,17.798
Sturnira lilium,-96.917,17.651
Sturnira lilium,-96.897,17.651
Sturnira lilium,-97.024,17.956
Sturnira ludovici,-96.902,17.665
Sturnira ludovici,-96.959,17.818
Sturnira ludovici,-96.959,17.798
Sturnira ludovici,-96.897,17.651
Sturnira ludovici,-97.128,18.029
Sturnira ludovici,-97.024,17.956
Sylvilagus cunicularius,-97.089,18.303
Sylvilagus floridanus,-97.089,18.303
Tadarida brasiliensis,-96.959,17.798
Tadarida brasiliensis,-97.072,18.132
Tadarida brasiliensis,-97.393,18.522
Tadarida brasiliensis,-97.454,18.328
Tadarida brasiliensis,-97.447,18.328
Ototylomys phyllotis,-91.308,16.202
Urocyon cinereoargenteus,-96.959,17.798
Urocyon cinereoargenteus,-96.982,17.899
Sturnira lilium,-97.226,18.379
Oryzomys rostratus,-91.307,16.203
Tadarida brasiliensis,-97.226,18.379
Philander opossum,-91.313,16.2
Sylvilagus floridanus,-97.226,18.379
Sylvilagus floridanus,-97.642,18.454
Sylvilagus floridanus,-97.606,18.441
Sylvilagus floridanus,-97.64,18.761
Sylvilagus floridanus,-97.628,18.764
Sciurus aureogaster,-97.606,18.441
Sigmodon hispidus,-97.167,18.197
Didelphis marsupialis,-91.307,16.202
Urocyon cinereoargenteus,-97.164,18.21
Urocyon cinereoargenteus,-97.159,18.187
Spermophilus variegatus,-97.02,18.178
Heteromys desmarestianus,-91.307,16.203
Sturnira lilium,-91.092,16.093
Artibeus lituratus,-91.092,16.093
Artibeus lituratus,-91.092,16.094
Choeroniscus godmani,-91.092,16.093
Artibeus jamaicensis,-91.092,16.093
Agouti paca,-91.056,16.079
Mazama americana,-91.056,16.079
Leopardus pardalis,-91.128,16.083
Artibeus lituratus,-91.307,16.201
Sciurus deppei,-91.307,16.201
Peromyscus mexicanus,-91.311,16.184
Carollia perspicillata,-91.307,16.201
Carollia brevicauda,-91.307,16.201
Peromyscus aztecus,-91.311,16.184
Sciurus deppei,-91.311,16.184
Mazama americana,-91.318,16.2
Sturnira ludovici,-91.307,16.201
Potos flavus,-91.307,16.201
Choeroniscus godmani,-91.313,16.2
Sigmodon hispidus,-97.163,18.184
Carollia brevicauda,-91.299,16.203
Artibeus lituratus,-91.299,16.203
Choeroniscus godmani,-91.299,16.203
Sturnira lilium,-97.41,18.522
Alouatta palliata,-91.273,16.21
Pecari tajacu,-91.306,16.205
Artibeus lituratus,-91.313,16.199
Artibeus jamaicensis,-91.313,16.199
Artibeus jamaicensis,-91.311,16.183
Sturnira lilium,-91.311,16.183
Tadarida brasiliensis,-97.41,18.522
Centurio senex,-91.311,16.183
Peromyscus mexicanus,-91.311,16.183
Sturnira ludovici,-96.799,17.812
Ototylomys phyllotis,-91.306,16.2
Sturnira lilium,-96.949,17.798
Sturnira lilium,-96.959,17.808
Sturnira lilium,-96.959,17.783
Artibeus lituratus,-91.311,16.183
Carollia brevicauda,-91.311,16.183
Vampyressa pusilla,-91.31,16.193
Vampyressa pusilla,-91.311,16.202
Vampyressa pusilla,-91.308,16.203
Sylvilagus floridanus,-91.308,16.202
Sylvilagus brasiliensis,-91.308,16.202
Vampyressa pusilla,-91.31,16.202
Sylvilagus floridanus,-91.318,16.2
Vampyressa pusilla,-91.31,16.195
Uroderma bilobatum,-91.31,16.193
Tonatia saurophila,-91.309,16.193
Vampyressa pusilla,-91.308,16.202
Vampyressa pusilla,-91.092,16.094
Uroderma bilobatum,-91.313,16.199
Urocyon cinereoargenteus,-91.311,16.183
Vampyressa pusilla,-91.311,16.183
Centurio senex,-96.788,19.344
Carollia brevicauda,-96.769,19.342
Carollia brevicauda,-96.767,19.347
Carollia brevicauda,-96.736,19.332
Carollia brevicauda,-96.759,19.318
Chiroderma salvini,-96.759,19.318
Carollia brevicauda,-96.794,19.326
Carollia brevicauda,-96.78,19.32
Carollia brevicauda,-96.778,19.328
Carollia brevicauda,-96.758,19.328
Centurio senex,-96.794,19.326
Carollia brevicauda,-96.729,19.327
Chiroderma salvini,-96.729,19.327
Chiroderma salvini,-96.754,19.345
Centurio senex,-96.771,19.318
Chiroderma salvini,-96.769,19.342
Chiroderma salvini,-96.788,19.344
Carollia brevicauda,-96.778,19.333
Chiroderma salvini,-96.758,19.328
Centurio senex,-96.754,19.345
Carollia brevicauda,-96.94,19.509
Carollia brevicauda,-96.985,19.46
Carollia brevicauda,-96.997,19.522
Chiroderma salvini,-96.625,19.508
Carollia brevicauda,-96.625,19.508
Anoura geoffroyi,-94.136,16.377
Anoura geoffroyi,-92.506,16.5
Anoura geoffroyi,-93.032,16.854
Anoura geoffroyi,-93.124,16.86
Anoura geoffroyi,-93.124,16.901
Antrozous dubiaquercus,-88.101,19.224
Artibeus jamaicensis,-93.559,16.853
Artibeus jamaicensis,-93.671,16.959
Artibeus jamaicensis,-87.183,21.217
Artibeus jamaicensis,-93.874,16.304
Artibeus jamaicensis,-93.876,16.336
Artibeus jamaicensis,-93.772,16.638
Artibeus jamaicensis,-93.679,16.693
Artibeus jamaicensis,-93.804,16.772
Artibeus jamaicensis,-93.446,16.682
Artibeus jamaicensis,-93.092,16.718
Artibeus jamaicensis,-92.731,16.36
Artibeus jamaicensis,-92.703,16.332
Artibeus jamaicensis,-92.922,16.107
Artibeus jamaicensis,-92.965,16.737
Artibeus jamaicensis,-92.961,16.694
Artibeus jamaicensis,-92.035,16.102
Artibeus jamaicensis,-92.054,15.846
Artibeus jamaicensis,-91.856,16.011
Artibeus jamaicensis,-93.664,16.005
Artibeus jamaicensis,-93.653,15.99
Artibeus jamaicensis,-93.166,15.664
Artibeus jamaicensis,-92.823,15.423
Artibeus jamaicensis,-93.798,17.222
Artibeus jamaicensis,-93.576,17.229
Artibeus jamaicensis,-93.104,17.471
Artibeus jamaicensis,-93.096,17.421
Artibeus jamaicensis,-92.897,16.857
Artibeus jamaicensis,-91.564,16.588
Artibeus jamaicensis,-91.791,16.458
Artibeus jamaicensis,-88.531,18.512
Artibeus jamaicensis,-93.56,17.224
Artibeus jamaicensis,-93.106,17.472
Artibeus jamaicensis,-92.967,17.536
Artibeus jamaicensis,-91.729,16.91
Artibeus jamaicensis,-94.132,16.37
Artibeus jamaicensis,-93.874,16.314
Artibeus jamaicensis,-93.729,16.749
Artibeus jamaicensis,-93.455,16.693
Artibeus jamaicensis,-93.09,16.715
Artibeus jamaicensis,-93.017,16.7
Artibeus jamaicensis,-92.986,16.752
Artibeus jamaicensis,-92.976,16.719
Artibeus jamaicensis,-92.04,16.105
Artibeus jamaicensis,-92.023,16.029
Artibeus jamaicensis,-93.652,15.999
Artibeus jamaicensis,-90.567,14.483
Artibeus jamaicensis,-93.124,16.86
Artibeus jamaicensis,-93.076,16.792
Artibeus jamaicensis,-93.138,16.764
Artibeus jamaicensis,-92.961,16.744
Artibeus jamaicensis,-92.05,16.104
Artibeus jamaicensis,-91.797,16.536
Artibeus jamaicensis,-92.879,16.879
Artibeus jamaicensis,-91.536,17.799
Artibeus jamaicensis,-93.007,17.342
Artibeus jamaicensis,-88.569,20.678
Artibeus jamaicensis,-91.15,14.75
Artibeus jamaicensis,-88.101,19.224
Artibeus jamaicensis,-92.694,16.742
Artibeus jamaicensis,-90.731,19.299
Artibeus jamaicensis,-90.728,18.919
Artibeus jamaicensis,-90.821,18.614
Artibeus jamaicensis,-90.358,18.631
Artibeus jamaicensis,-89.537,17.993
Artibeus jamaicensis,-89.962,18.017
Artibeus jamaicensis,-89.821,19.757
Artibeus jamaicensis,-91.526,18.768
Artibeus jamaicensis,-87.283,20.867
Artibeus jamaicensis,-87.543,20.857
Artibeus jamaicensis,-87.535,20.857
Artibeus jamaicensis,-87.607,20.851
Artibeus jamaicensis,-86.836,21.158
Artibeus jamaicensis,-88.548,20.679
Artibeus jamaicensis,-88.534,20.491
Artibeus jamaicensis,-88.591,20.699
Artibeus jamaicensis,-90.648,18.584
Artibeus jamaicensis,-89.384,20.27
Artibeus jamaicensis,-89.91,20.568
Artibeus jamaicensis,-89.948,20.566
Artibeus jamaicensis,-89.489,20.254
Artibeus jamaicensis,-88.266,20.602
Artibeus jamaicensis,-89.592,20.421
Artibeus jamaicensis,-91.918,17.432
Artibeus jamaicensis,-89.625,20.964
Artibeus jamaicensis,-88.939,21.151
Artibeus jamaicensis,-88.149,21.143
Artibeus jamaicensis,-88.167,21.583
Artibeus jamaicensis,-88.176,21.019
Artibeus jamaicensis,-88.751,20.902
Artibeus jamaicensis,-88.17,20.978
Artibeus jamaicensis,-89.77,20.36
Artibeus jamaicensis,-89.019,20.932
Artibeus glaucus,-89.77,20.36
Artibeus glaucus,-88.066,20.719
Artibeus glaucus,-88.201,20.69
Artibeus glaucus,-88.176,21.019
Agouti paca,-92.52,15.557
Artibeus jamaicensis,-93.749,16.282
Agouti paca,-92.315,15.251
Anoura geoffroyi,-92.101,15.094
Anoura geoffroyi,-92.229,15.158
Artibeus jamaicensis,-93.591,16.21
Artibeus jamaicensis,-93.589,16.161
Artibeus jamaicensis,-93.589,16.175
Artibeus jamaicensis,-93.726,16.275
Artibeus jamaicensis,-94.026,16.42
Artibeus jamaicensis,-92.046,17.483
Artibeus lituratus,-94.026,16.42
Artibeus jamaicensis,-93.738,16.355
Artibeus jamaicensis,-93.726,16.341
Artibeus jamaicensis,-93.655,16.125
Artibeus jamaicensis,-90.933,16.117
Artibeus jamaicensis,-93.737,16.262
Artibeus jamaicensis,-93.616,16.158
Artibeus lituratus,-93.616,16.158
Artibeus jamaicensis,-93.607,16.155
Artibeus lituratus,-93.607,16.155
Artibeus jamaicensis,-93.591,16.108
Artibeus lituratus,-93.591,16.108
Artibeus jamaicensis,-93.067,15.7
Artibeus lituratus,-93.093,15.823
Artibeus jamaicensis,-93.093,15.823
Artibeus jamaicensis,-93.471,15.996
Anoura geoffroyi,-93.093,15.823
Anoura geoffroyi,-92.967,15.867
Artibeus jamaicensis,-92.967,15.867
Artibeus lituratus,-92.345,15.248
Ateles geoffroyi,-93.78,17.021
Ateles geoffroyi,-93.759,17.088
Ateles geoffroyi,-93.832,17.02
Ateles geoffroyi,-90.917,16.4
Ateles geoffroyi,-91.133,16.767
Ateles geoffroyi,-91.965,17.442
Ateles geoffroyi,-95.24,16.324
Artibeus lituratus,-93.874,16.304
Artibeus lituratus,-92.965,16.737
Artibeus lituratus,-91.564,16.588
Artibeus lituratus,-92.711,15.356
Artibeus lituratus,-92.936,16.755
Artibeus lituratus,-93.717,17.189
Artibeus lituratus,-93.764,15.925
Artibeus lituratus,-91.803,16.526
Artibeus lituratus,-93.772,16.638
Artibeus lituratus,-94.088,16.458
Artibeus lituratus,-92.897,16.857
Artibeus lituratus,-92.239,14.858
Artibeus lituratus,-92.261,15.041
Artibeus lituratus,-92.967,17.536
Artibeus lituratus,-93.653,15.99
Artibeus lituratus,-93.405,15.807
Artibeus lituratus,-92.054,15.846
Artibeus lituratus,-92.731,16.36
Artibeus lituratus,-92.703,16.332
Artibeus lituratus,-92.053,15.96
Artibeus lituratus,-92.054,15.969
Artibeus lituratus,-93.576,17.229
Artibeus lituratus,-93.632,17.236
Artibeus lituratus,-93.798,17.222
Artibeus lituratus,-93.104,17.471
Artibeus lituratus,-92.298,14.872
Artibeus lituratus,-93.096,17.421
Artibeus lituratus,-91.729,16.91
Artibeus lituratus,-88.299,18.511
Artibeus lituratus,-88.588,18.512
Artibeus jamaicensis,-92.186,15.145
Artibeus jamaicensis,-92.185,15.149
Artibeus lituratus,-93.124,16.86
Artibeus lituratus,-93.124,16.901
Artibeus lituratus,-93.076,16.792
Artibeus lituratus,-90.731,19.299
Ateles geoffroyi,-93.91,16.36
Ateles geoffroyi,-93.912,16.36
Ateles geoffroyi,-92.951,17.548
Artibeus lituratus,-92.694,16.742
Ateles geoffroyi,-90.722,19.349
Artibeus lituratus,-92.632,15.42
Artibeus lituratus,-90.254,18.666
Artibeus jamaicensis,-92.632,15.42
Artibeus lituratus,-90.864,18.618
Artibeus lituratus,-90.821,18.614
Artibeus jamaicensis,-92.741,15.644
Artibeus lituratus,-89.801,18.526
Artibeus lituratus,-90.108,18.419
Artibeus lituratus,-89.537,17.993
Artibeus lituratus,-92.741,15.644
Artibeus lituratus,-89.962,18.017
Anoura geoffroyi,-92.741,15.644
Artibeus lituratus,-88.022,19.606
Anoura geoffroyi,-92.808,15.657
Artibeus lituratus,-88.591,20.699
Artibeus lituratus,-89.625,20.964
Artibeus lituratus,-89.77,20.36
Artibeus lituratus,-88.266,20.602
Ateles geoffroyi,-90.821,18.614
Ateles geoffroyi,-87.283,20.867
Artibeus lituratus,-93.192,15.88
Ateles geoffroyi,-90.505,18.942
Ateles geoffroyi,-86.94,20.849
Ateles geoffroyi,-87.465,20.197
Ateles geoffroyi,-88.149,21.143
Artibeus jamaicensis,-93.192,15.88
Ateles geoffroyi,-89.222,20.659
Artibeus lituratus,-91.918,17.432
Ateles geoffroyi,-91.918,17.432
Artibeus lituratus,-93.749,16.282
Artibeus jamaicensis,-92.803,15.526
Artibeus jamaicensis,-92.692,15.638
Artibeus jamaicensis,-92.719,15.639
Artibeus jamaicensis,-93.212,15.886
Artibeus jamaicensis,-92.146,15.084
Artibeus jamaicensis,-92.315,15.251
Artibeus jamaicensis,-92.114,15.093
Anoura geoffroyi,-93.726,16.341
Anoura geoffroyi,-93.738,16.355
Anoura geoffroyi,-93.591,16.21
Anoura geoffroyi,-93.726,16.275
Anoura geoffroyi,-93.589,16.161
Anoura geoffroyi,-93.589,16.175
Anoura geoffroyi,-93.655,16.125
Artibeus lituratus,-93.591,16.21
Artibeus jamaicensis,-93.783,16.276
Artibeus jamaicensis,-92.181,15.164
Anoura geoffroyi,-92.52,15.557
Anoura geoffroyi,-92.487,15.484
Anoura geoffroyi,-92.509,15.378
Artibeus lituratus,-92.509,15.378
Artibeus lituratus,-92.58,15.4
Artibeus lituratus,-92.519,15.446
Artibeus lituratus,-92.522,15.506
Artibeus lituratus,-92.457,15.382
Artibeus jamaicensis,-93.716,16.223
Artibeus lituratus,-93.164,15.91
Ateles geoffroyi,-89.4,18.667
Artibeus lituratus,-92.046,17.483
Ateles geoffroyi,-92.046,17.483
Artibeus lituratus,-90.933,16.117
Artibeus jamaicensis,-93.324,15.993
Artibeus jamaicensis,-92.502,15.28
Anoura geoffroyi,-92.717,15.533
Anoura geoffroyi,-92.117,15.117
Ateles geoffroyi,-92.717,15.068
Artibeus lituratus,-92.75,15.567
Artibeus lituratus,-92.717,15.533
Artibeus lituratus,-92.283,15.283
Artibeus lituratus,-92.1,15.1
Artibeus jamaicensis,-93.592,16.298
Ateles geoffroyi,-92.72,15.527
Bassariscus sumichrasti,-92.101,15.094
Bassariscus sumichrasti,-92.229,15.158
Baiomys musculus,-93.589,16.161
Bassariscus sumichrasti,-93.726,16.341
Artibeus lituratus,-93.726,16.341
Baiomys musculus,-93.738,16.355
Bassariscus sumichrasti,-93.737,16.262
Bassariscus sumichrasti,-93.616,16.158
Bassariscus sumichrasti,-93.607,16.155
Dermanura tolteca,-96.758,19.328
Dermanura tolteca,-96.729,19.327
Desmodus rotundus,-96.754,19.345
Dermanura tolteca,-96.754,19.345
Desmodus rotundus,-96.767,19.347
Dermanura tolteca,-96.759,19.318
Dermanura tolteca,-96.778,19.328
Dermanura tolteca,-96.78,19.32
Desmodus rotundus,-96.769,19.342
Dermanura tolteca,-96.769,19.342
Desmodus rotundus,-96.759,19.318
Dermanura tolteca,-96.771,19.318
Bassariscus sumichrasti,-93.655,16.125
Desmodus rotundus,-96.778,19.328
Bassariscus sumichrasti,-93.591,16.108
Dermanura watsoni,-96.769,19.342
Baiomys musculus,-93.067,15.7
Artibeus lituratus,-93.471,15.996
Dermanura watsoni,-96.759,19.318
Bassariscus sumichrasti,-93.093,15.823
Artibeus lituratus,-93.111,17.13
Bassariscus sumichrasti,-92.967,15.867
Bassariscus sumichrasti,-92.933,15.733
Desmodus rotundus,-96.794,19.326
Dermanura watsoni,-96.78,19.32
Desmodus rotundus,-96.729,19.327
Dermanura tolteca,-96.794,19.326
Desmodus rotundus,-96.788,19.344
Desmodus rotundus,-96.942,19.582
Bassariscus sumichrasti,-92.632,15.42
Ateles geoffroyi,-92.808,15.657
Bassariscus sumichrasti,-93.192,15.88
Ateles geoffroyi,-93.192,15.88
Artibeus lituratus,-92.692,15.638
Bassariscus sumichrasti,-92.245,15.214
Artibeus lituratus,-93.589,16.161
Artibeus lituratus,-93.589,16.175
Ateles geoffroyi,-87.183,21.217
Artibeus lituratus,-93.655,16.125
Bassariscus sumichrasti,-92.181,15.164
Ateles geoffroyi,-89.617,17.35
Bassariscus sumichrasti,-92.342,15.425
